FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a9,65074,Restauração da Igreja de N. S. do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a8,65075,Restauração do sobrado da Antiga Intendência (antiga prefeitura),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a7,65076,Restauração do Casarão dos Orlandi - Escola de arte e orquestra sinfônica,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a6,65077,Restauração da Igreja do Amparo e Igreja de N. S. da Luz,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a5,65078,Restauração do Sobrado da Secretaria de Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a4,65079,Restauração do Casarão do antigo Hotel Roberto - Secretaria de Educação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a3,65080,Restauração do Casarão do Museu do Diamante,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a2,65081,Implantação do Parque Municipal Serra dos Cristais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.6 -18.249),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a1,65082,Restauração da Catedral da Sé de N. S. da Assunção e da Casa Capitular - Museu de Arte Sacra,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-25a0,65083,Restauração da Igreja de São Francisco de Assis e da Casa do Conde de Assumar -  Museu do Imaginário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259f,65084,Restauração do Casarão dos Morais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259e,65085,Restauração da Capela de Santo Antônio e requalificação do Largo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259d,65086,Restauração da Capela de Nossa Senhora da  Boa Morte e do Centro Cultural do ICHS/UFOP,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259c,65087,Restauração da Igreja de Nossa Senhora do Rosário dos Pretos e implantação do Museu Vieira Servas,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259b,65088,Restauração da Antiga Casa de Câmara e Cadeia - Câmara de Vereadores,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-259a,65089,Restauração do Sobrado da Rua Direita- 61/65 - Implantação do Museu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2599,65090,Requalificação da Antiga Prefeitura - Centro Cultural/ Artesanato,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2598,65091,Restauração da Igreja Matriz de Nossa Senhora da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2597,65092,Restauração da Igreja de São Caetano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2596,65093,Restauração da Igreja Matriz de Bom Jesus do Monte,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2595,65094,Restauração da Igreja de Santana,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2594,65095,Restauração da Igreja Nossa Senhora das Mercês,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2593,65096,Restauração da Capela de N. S. Rainha dos Anjos/Arquiconfraria de São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.416 -20.378),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2592,65097,Restauração do Sobrado da Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2591,65098,Restauração do Teatro Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2590,65099,Restauração da Capela Santo Antonio Pompéu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258f,65100,Restauração do Casarão do Museu do Ouro e anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258e,65101,Requalificação urbanística da R. Dom Pedro II,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258d,65102,Restauração do Casarão do Conselho de Arte,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258c,65103,Restauração da Igreja de S. Francisco e requalificação do Largo S. Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258b,65104,Restauração da Igreja N. S. Rosário e requalificação do Largo do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-258a,65105,Restauração da Capela do Pilar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.807 -19.886),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2589,65106,Requalificação da Praça Expedicionários e Chafariz,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2588,65107,Restauração da Igreja Matriz N. S. do Pilar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2587,65108,Restauração da Antiga Casa de Câmara e Cadeia – Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2586,65109,Reforma da Biblioteca Municipal Baptista Caetano de Almeida,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2585,65110,Restauração do Casarão de Bárbara Eliodora e acervo do museu Thomé Pontes del-Rei,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2584,65111,Restauração das Pontes de Pedra da Cadeia e do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2583,65112,Restauração da casa do Barão de São João Del Rei – Antiga sede da Superintendência Estadual de Ensino,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2582,65113,Restauração da Pontes de Ferro do Teatro e da Estação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2581,65114,Restauração da Igreja de São Gonçalo do Amarante,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2580,65115,Restauração da Igreja do Senhor dos Montes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257f,65116,Restauração da Igreja do Senhor do Bonfim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257e,65117,Restauração da Igreja N. S. do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257d,65118,Restauração da Igreja de São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257c,65119,Restauração da Igreja de N. S. Do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257b,65120,Restauração do Complexo Ferroviário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-44.262 -21.136),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-257a,65121,Requalificação Arquitetonica do Clube Ivituruy - implantação do Centro Cultural de Serro e Centro Administrativo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2579,65122,Requalificação urbanística do adro e escadaria da Igreja de Santa Rita e Praça Doutor João Pinheiro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2578,65123,Requalificação urbanística  dos eixos Quatro Vinténs/Lucas e Matriz - Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2577,65124,Etapa final da restauração da Chacara do Barão do Serro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2576,65125,Restauração da Igreja de Santa Rita,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2575,65126,Restauração da Igreja de Nossa Senhora do Rosario- Requalificação urbanistica de seu Adro- Praça frontal e entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2574,65127,Implantação do Mercado Municipal do Serro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2573,65128,Implantação do Museu Sacro  na Igreja do Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2572,65129,Pintura das Igrejas  de N. Sra. Carmo e  Bom Jesus de Matozinhos e manutenção dos adros,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2571,65130,Restauração da Igreja Matriz de Nossa Senhora da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2570,65131,Restauração do Casarão do Museu Casa dos Ottoni - anexo e acessibilidade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.379 -18.605),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256f,65132,Restauração dos Chafarizes do Centro Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em obras,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256e,65133,Restauração de 9 edificações - Capela das Dores- Capela do Bom Jesus das Flores- Igreja de N. S. do Rosário- Capela do Senhor do Bonfim e 5 Passos da Paixão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256d,65134,Restauração da Capela de São João,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256c,65135,Restauração da Capela de São Sebastião,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256b,65136,Restauração da Igreja Matriz de São Bartolomeu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-256a,65137,Restauração da Igreja Matriz de Santo Antônio (Glaura),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2569,65138,Restauração da Igreja de São Francisco de Paula,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2568,65139,Restauração da Igreja de São Francisco de Assis,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2567,65140,Restauração da Igreja Matriz de N. S. da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,OURO PRETO,--,,Em obras,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2566,65141,Requalificação urbanística do entorno da Capela do Padre Faria (N. S. do Rosário dos Pretos),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2565,65142,Restauração da Capela de N. S. Piedade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2564,65143,Restauração da Capela de Santana,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2563,65144,Restauração da Igreja de Nossa Senhora das Mercês e Misericórdia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2562,65145,Instalação de Segurança eletrônica em Bens Protegidos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2561,65146,Restauração da Igreja de Bom Jesus de Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.508 -20.288),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2560,65147,Restauração Antiga Hospedaria - instalação da Escola Livre de Artes / FMC e  MINC,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.956 -19.817),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255f,65148,Restauração do Museu de Arte da Pampulha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.956 -19.817),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255e,65150,Restauração da Igreja de São Francisco de Assis - Igreja da Pampulha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.956 -19.817),0
